San Jose-CA-EQIX-SV6,101,31,1,31,on,,,F5,,f5-nayq-yaaw,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,101,26,1,26,on,SvWeb3,SvWeb3,Dell,,F9YVGX1,,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
San Jose-CA-EQIX-SV6,101,42,1,42,on,plalca-aa-rtr01,plalca-aa-rtr01,Cisco,2921,FTX1440AH72,,Production,NIS-AdAdvisor,NIS-AdAdvisor-Web,,,,
San Jose-CA-EQIX-SV6,101,30,1,30,on,,,Dell,FZBYKM1,,,,Ferd,,,,,
San Jose-CA-EQIX-SV6,101,23,1,23,on,,,Dell,JP5GPL1,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D19,22,2,"21,22",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D18,24,2,"23,24",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D17,26,2,"25,26",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D16,28,2,"27,28",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D15,30,2,"29,30",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D14,32,2,"31,32",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D13,34,2,"33,34",,,,Super Micro ,2U,,,,Ferd,,,,,
Santa Clara-CA-Savvis,02.2345.D12,36,2,"35,36",,,,Super Micro ,2U,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D11,38,2,"37,38",,,,Super Micro ,2U,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,40,2,"39,40",,,,Super Micro ,2U,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,43,1,43,,scmgmt6,scmgmt6,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,42,1,42,,scco7124sd ,scco7124sd.ca.neustar.com,"Arista Networks, Inc.",DCS-7124S-R,JSH11021230,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.D10,41,1,41,,hellion041,hellion041,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,40,1,40,,hellion042,hellion042,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,39,1,39,,hellion043,hellion043,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,38,1,38,,hellion044,hellion044,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,37,1,37,,hellion045,hellion045,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,36,1,36,,hellion046,hellion046,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,35,1,35,,hellion047,hellion047,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,34,1,34,,hellion048,hellion048,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,33,1,33,,hellion049,hellion049,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,32,1,32,,hellion050,hellion050,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,31,1,31,,hellion051,hellion051,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,30,1,30,,hellion052,hellion052,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,29,1,29,,hellion053,hellion053,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,28,1,28,,hellion054,hellion054,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,27,1,27,,hellion055,hellion055,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,26,1,26,,hellion056,hellion056,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,25,1,25,,hellion057,hellion057,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,24,1,24,,hellion058,hellion058,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,23,1,23,,hellion059,hellion059,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D10,22,1,22,,hellion060,hellion060,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,41,1,41,,scco7148sa-collector ,scco7148sa-collector.ca.neustar.com,"Arista Networks, Inc.",DCS-7148SX-R,JSH12200012,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.D09,42,1,42,,scco7124sc ,scco7124sc.ca.neustar.com,"Arista Networks, Inc.",DCS-7148SX-R,JSH11021214,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.D09,41,1,41,,hellion021,hellion021,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,40,1,40,,hellion022,hellion022,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,39,1,39,,hellion023,hellion023,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,38,1,38,,hellion024,hellion024,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,37,1,37,,hellion025,hellion025,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,36,1,36,,hellion026,hellion026,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,35,1,35,,hellion027,hellion027,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,34,1,34,,hellion028,hellion028,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,33,1,33,,hellion029,hellion029,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,32,1,32,,hellion030,hellion030,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,31,1,31,,hellion031,hellion031,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,30,1,30,,hellion032,hellion032,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,29,1,29,,hellion033,hellion033,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,28,1,28,,hellion034,hellion034,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,27,1,27,,hellion035,hellion035,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,26,1,26,,hellion036,hellion036,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,25,1,25,,hellion037,hellion037,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,24,1,24,,hellion038,hellion038,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,23,1,23,,hellion039,hellion039,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D09,22,1,22,,hellion040,hellion040,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.D08,42,1,42,,scco7124sb ,scco7124sb.ca.neustar.com,"Arista Networks, Inc.",DCS-7148SX-R,JSH09461110,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.D07,40,2,"39,40",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,38,2,"37,38",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,36,2,"35,36",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,34,2,"33,34",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,32,2,"31,32",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,30,2,"29,30",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,28,2,"27,28",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,26,2,"25,26",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,22,2,"21,22",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.D07,43,1,43,,scmgmt05 ,scmgmt05.ca.neustar.com,Cisco,WS-C2948,JAB043203X5,,Production,Network - Corporate,Remote Office Wired Assets,
Santa Clara-CA-Savvis,02.2345.D07,41,1,41,,scco7124sa ,scco7124sa.ca.neustar.com,Arista Networks,DCS-7124S,JSH10170349,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.C06,7,1,7,,,,Super Micro ,1U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,6,1,6,,,,Super Micro ,1U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,16,2,"15,16",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,14,2,"13,14",,,,Super Micro ,2U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,26,1,26,,,,Dell,Power Edge R300,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,42,1,42,,sclab2960sa,sclab2960sa,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,41,1,41,,scmgmt09,scmgmt09,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,27,1,27,,vmhost3,vmhost3,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,25,2,"24,25",,build01,build01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,23,2,"22,23",,qvm01,qvm01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,21,2,"20,21",,opstest01,opstest01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,19,2,"18,19",,qatest01,qatest01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,17,1,17,,platformqa01,platformqa01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C06,10,2,"9,10",,leafdb1eqsj ,leafdb1eqsj.ultradns.net,HP,ProLiant DL385 G6,USE025NBBA,144616,Production,UltraDNS-Common,Leaf Database Server,
Santa Clara-CA-Savvis,02.2345.C06,8,1,8,,geoadmin,geoadmin,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,24,4,"21,22,23,24",,,,Super Micro ,4U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,20,4,"17,18,19,20",,,,Super Micro ,4U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,16,4,"13,14,15,16",,,,Super Micro ,4U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,12,4,"9,10,11,12",,,,Super Micro ,4U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,8,4,"5,6,7,8",,,,Super Micro ,4U,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,42,1,42,,scmgmt08,scmgmt08,Brocade,FastIron,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C05,41,1,41,,scco7124si,scco7124si,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,23,2,"22,23",,standby02,standby02,Dell,Power Edge R710,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,21,2,"20,21",,,,Dell,Power Edge R710,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,32,2,"31,32",,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,29,2,"28,29",,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,26,2,"25,26",,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,42,1,42,,,,Brocade,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,41,1,41,,scco7124sg-mlag ,scco7124sg-mlag.ca.neustar.com,"Arista Networks, Inc.",DCS-7124SX-R,JSH11460138,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.C04,38,1,38,,server - vm11,server - vm11,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,36,1,36,,server - vm11,server - vm11,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C04,34,1,34,,server - vm11,server - vm11,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,42,1,42,,,,Brocade,FCX6485,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,40,1,40,,,,Brocade,FCX6485,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,39,1,39,,,,Brocade,FCX6485,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,24,1,24,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,22,1,22,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,20,1,20,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,18,1,18,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,41,1,41,,scco7124sf-mlag ,scco7124sf-mlag.ca.neustar.com,"Arista Networks, Inc.",DCS-7124SX-R,,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.C03,38,1,38,,server - vm10,server - vm10,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,36,1,36,,server - vm12,server - vm12,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,34,1,34,,server - vm14,server - vm14,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C03,31,2,"30,31",,research01 ,research01.prod.quova.com,Dell,Power Edge R820,23036439,148366,Production,IPI.Quova,IP Intelligence,
Santa Clara-CA-Savvis,02.2345.C03,29,2,"28,29",,research02 ,research02.prod.quova.com,Dell,Power Edge R820,23036440,148365,Production,IPI.Quova,IP Intelligence,
Santa Clara-CA-Savvis,02.2345.C03,27,2,"26,27",,research03,research03,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,41,1,41,,scco7124se ,scco7124se.ca.neustar.com,"Arista Networks, Inc.",DCS-7124SX-R,JSH11400955,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.C02,38,2,"37,38",,server-helium 62,server-helium 62,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,36,2,"35,36",,server-helium 64,server-helium 64,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,34,2,"33,34",,server-helium 66,server-helium 66,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,32,2,"31,32",,server-helium 68,server-helium 68,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,30,2,"29,30",,server-helium 70,server-helium 70,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,28,2,"27,28",,server-helium 72,server-helium 72,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.C02,26,2,"25,26",,server-helium 74,server-helium 74,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C02,24,2,"23,24",,server-helium 76,server-helium 76,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C02,22,2,"21,22",,server-helium 78,server-helium 78,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C02,20,2,"19,20",,server-helium 80,server-helium 80,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C01,33,2,"32,33",,scun1002b ,scun1002b.ca.neustar.com,Cisco,ASR 1002X,FOX1812GHUR,148935,Production,Network - Corporate,Remote Office Wired Assets
Santa Clara-CA-Savvis,02.2345.C01,31,2,"30,31",,scun1002a ,scun1002a.ca.neustar.com,Cisco,ASR 1002X,FOX1812GJQL,148934,Production,Network - Corporate,Remote Office Wired Assets
Santa Clara-CA-Savvis,02.2345.C01,37,1,37,,gigamon gigavue-212,gigamon gigavue-212,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C01,36,1,36,,sc-fe-mps01,sc-fe-mps01,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C01,35,1,35,,forescout,forescout,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.C01,28,1,28,,scih1001a,scih1001a,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A11,43,1,43,,scco2960sa-provision ,scco2960sa-provision.ca.neustar.com,Cisco,2960,FOC1039X0GY,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.A10,17,1,17,,scmgmt04 .,scmgmt04.ca.neustar.com.,Cisco,2960,FOC1040X1HV,,Production,Network - Corporate,Remote Office Wired Assets
Santa Clara-CA-Savvis,02.2345.A10,39,1,39,,scih4948sa ,scih4948sa.ca.neustar.com,Cisco,Catalyst 4948,FOX1245GRYU,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.A10,37,1,37,,sc1435-ns1,sc1435-ns1,Dell,Power Edge ,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A10,34,1,34,,crmus-01,crmus-01,Dell,Power Edge 1950,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A10,33,1,33,,ws05,ws05,Dell,Power Edge 1950,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A10,32,1,32,,ws06,ws06,Dell,Power Edge 1950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A10,36,2,"35,36",,www02,www02,Dell,Power Edge 2650,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A10,25,2,"24,25",,vm04,vm04,Dell,Power Edge R710,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A10,41,1,41,,scsc2500a,scsc2500a,Juniper,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A10,38,1,38,,scih1600la2 ,scih1600la2.ca.neustar.com,F5,,BIG-IP 1600,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.A10,28,1,28,,geoipm05,geoipm05,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A10,27,1,27,,geoipm06,geoipm06,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,39,1,39,,scih4948sb ,scih4948sb.ca.neustar.com,Cisco,Catalyst 4948,FOX1240GCTK,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.A09,33,1,33,,ws07,ws07,Dell,Power Edge 1950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,32,1,32,,ws08,ws08,Dell,Power Edge 1950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,36,2,"35,36",,www01,www01,Dell,Power Edge 2650,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,31,2,"30,31",,download01 ocp,download01 ocp,Dell,Power Edge 2650,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,29,2,"28,29",,hv01.quova.com,hv01.quova.com,Dell,Power Edge 2950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,27,1,27,,wsstats,wsstats,Dell,Power Edge R300,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,26,1,26,,tmobile02,tmobile02,Dell,Power Edge R300,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,25,2,"24,25",,vm03,vm03,Dell,Power Edge R710,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,34,1,34,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,42,1,42,,scsc2500b,scsc2500b,Juniper,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A09,38,1,38,,scih1600la1 ,scih1600la1.ca.neustar.com,F5,BIG-IP 1600,,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.A09,37,1,37,,scgl1600la,scgl1600la,F5,BIG-IP 1600,,,Production,Network - Shared,Network.NET.Network - Shared,
Santa Clara-CA-Savvis,02.2345.A09,22,8,"15,16,17,18,19,20,21,22",,,,Array,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,35,2,"34,35",,systems02,systems02,Dell,Power Edge 2950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,15,2,"14,15",,qa01,qa01,Dell,Power Edge 2950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,33,1,33,,clover02,clover02,Dell,Power Edge R410,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,32,1,32,,dm01,dm01,Dell,Power Edge R410,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,29,1,29,,,,Dell,Power Edge R620,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,28,2,"27,28",,,,Dell,Power Edge R720,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,26,2,"25,26",,,,Dell,Power Edge R720,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,24,2,"23,24",,,,Dell,Power Edge R810,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,22,2,"21,22",,,,Dell,Power Edge R810,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,20,2,"19,20",,dev-db1,dev-db1,HP,ProLiant DL385,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A08,17,2,"16,17",,dev-db1,dev-db1,HP,ProLiant DL385,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,24,2,"23,24",,mb02,mb02,Dell,Power Edge 2950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,21,2,"20,21",,mb01,mb01,Dell,Power Edge 2950,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,38,2,"37,38",,sky01,sky01,Dell,Power Edge 2970,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,26,1,26,,dc03,dc03,Dell,Power Edge R300,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,27,1,27,,,,HP,ProLiant DL360p G8,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,19,2,"18,19",,vc01.quova.com,vc01.quova.com,HP,ProLiant DL385,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,34,2,"33,34",,,,Sun Netra,T2000,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,17,2,"16,17",,dataprod02,dataprod02.prod.quova.com,SUPERMICRO,,S2FFGU20004809,147234,Production,IPI.Quova,IP Intelligence,
Santa Clara-CA-Savvis,02.2345.A07,15,2,"14,15",,ddbprod01,ddbprod01,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A07,13,2,"12,13",,ddbprod02,ddbprod02,,,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A06,18,1,18,,scco2900a ,scco2900a.neustar.com,Cisco,2900,FTX161483GH,,Production,Network - Corporate,Remote Office Wired Assets,
Santa Clara-CA-Savvis,02.2345.A06,17,1,17,,scco2900b ,scco2900b.neustar.com,Cisco,2900,FTX161483FU,,Production,Network - Corporate,Remote Office Wired Assets,
Santa Clara-CA-Savvis,02.2345.A06,15,1,15,,scco2900c,scco2900c,Cisco,2900,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A06,10,2,"9,10",,scih3825a,scih3825a,Cisco,3800,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A06,3,1,3,,scco3560a,scco3560a,Cisco,3560g,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A06,2,1,2,,scco3560b,scco3560b,Cisco,3560g,,,,Ferd,,
Santa Clara-CA-Savvis,02.2345.A06,30,1,30,,,,Cisco,ASA,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,29,1,29,,,,Cisco,ASA,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,28,1,28,,,,Cisco,Catalyst 2960g,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,27,1,27,,,,Cisco,Catalyst 2960g,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,35,2,"34,35",,,,Lantronix,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,26,3,"24,25,26",,,,Cisco,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,23,3,"21,22,23",,,,Cisco,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,19,1,19,,scmrvcon1,scmrvcon1,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,14,4,"11,12,13,14",,scmrvcon2,scmrvcon2,,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,8,2,"7,8",,stsc5075b,stsc5075b,Checkpoint,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A06,6,2,"5,6",,stsc5075a,stsc5075a,Checkpoint,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A05,15,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,scco6509b core-2,scco6509b core-2,Cisco,6500,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A05,21,1,21,,scmgmt03 ,scmgmt03.ca.neustar.com,Cisco,Catalyst 2900,FAB0415U064,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.A05,18,1,18,,scco4948sb ,scco4948sb.ca.neustar.com,Cisco,Catalyst 4948,FOX11220SN3,,Production,Network - Shared,Network.NET.Network - Shared
Santa Clara-CA-Savvis,02.2345.A05,27,2,"26,27",,scmgmt02 ,scmgmt02.ca.neustar.com,Cisco,WS-C2948G,JAB043203NV,,Production,Network - Corporate,Remote Office Wired Assets
Santa Clara-CA-Savvis,02.2345.A05,22,1,22,,mvco3600b ,mvco3600b.ca.neustar.com,Aruba,3600,AK0020471,,Production,Network - Corporate,Wireless Assets
Santa Clara-CA-Savvis,02.2345.A05,19,1,19,,,,Media Exchange ,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,21,1,21,,,,Cisco,2800,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,15,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,scco6509a core-1,scco6509a core-1,Cisco,6500,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,27,2,"26,27",,scmgmt01,scmgmt01.ca.neustar.com,Cisco,Catalyst 2948g,JAB04310C7M,,Production,Network - Corporate,Wireless Assets
Santa Clara-CA-Savvis,02.2345.A04,23,1,23,,scabovenet,scabovenet,Cisco,Catalyst 4948,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,18,1,18,,cco4948sa,cco4948sa,Cisco,Catalyst 4948,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,22,1,22,,mvc3600a,mvc3600a,Aruba,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,20,1,20,,,,Gigamon,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A04,19,1,19,,,,Qualys Guard,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,20,2,"19,20",,,,Data Domain,DD676,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,34,14,"21,22,23,24,25,26,27,28,29,30,31,32,33,34",,,,Quantum,i500,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,13,2,"12,13",,,,Dell,Power Edge 2650,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,15,1,15,,,,Dell,Power Edge 850,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,14,1,14,,quovaussc4,quovaussc4,Dell,Power Edge 850,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,36,2,"35,36",,,,Dell,Power Edge R710,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,18,3,"16,17,18",,,,Data Domain,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,11,3,"9,10,11",,,,Data Domain,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,8,1,8,,,,SourceFire,,,,,Ferd,
Santa Clara-CA-Savvis,02.2345.A03,7,1,7,,,,,,,,,Ferd,
